corpName,stockCode,corpCode
에스앤씨엔진그룹,900080,00786331
선진뷰티사이언스,086710,00132202
SK케미칼,285130,01267170
대동고려삼,178600,00910202
삼성카드,029780,00126292
코리아센터,290510,00540340
AP시스템,265520,01203808
엠브레인,169330,00877174
컬러레이,900310,01236286
대덕전자,353200,01478712
금호타이어,073240,00481454
드림티엔터테인먼트,220110,01066030
노랑풍선,104620,00632845
삼아제약,009300,00126788
대상홀딩스,084690,00539274
TJ미디어,032540,00201733
윈스,136540,00868705
JYP Ent.,035900,00258689
애니젠,196300,00808086
엠투아이,347890,00670766
현진소재,053660,00188715
흥국화재,000540,00103176
인터엠,017250,00145914
유진스팩4호,321260,01359736
유진스팩5호,331380,01393721
에스씨엠생명과학,298060,01110474
방림,003610,00122348
이트론,096040,00480756
이지스레지던스리츠,350520,01436628
이녹스첨단소재,272290,01237540
바이오리더스,142760,00587925
넥스지,081970,00584362
화천기계,010660,00166500
원익머트리얼즈,104830,00623661
티씨엠생명과학,228180,01067242
멜파스,096640,00609315
부광약품,003000,00123718
케이티스카이라이프,053210,00349097
아바코,083930,00442145
신성이엔지,011930,00136271
플리토,300080,01237434
승일,049830,00135467
푸른기술,094940,00537832
선데이토즈,123420,00815767
위월드,140660,00663289
한국토지신탁,034830,00233653
미원화학,134380,00855163
만호제강,001080,00120872
에이치엔에스하이텍,044990,00311216
코미팜,041960,00187415
하이록코리아,013030,00165060
키움증권,039490,00296290
에이디칩스,054630,00356927
유신,054930,00144650
마이크로컨텍솔,098120,00568188
라임,065160,00389387
톱텍,108230,00531917
메타랩스,090370,00442835
APS홀딩스,054620,00296078
에스알바이오텍,270210,01187458
한창산업,079170,00202839
차바이오텍,085660,00525679
일진다이아,081000,00508274
티와이홀딩스,363280,01497869
엑시콘,092870,00611736
중앙백신,072020,00415327
나눔테크,244880,01117422
해원에스티,058480,00252001
엘에이티,311060,01264234
이글루시큐리티,067920,00364847
에이치케이,044780,00235183
강원,114190,00100601
팜스빌,318010,00986898
SG&G,040610,00264714
동일고무벨트,163560,00939687
금비,008870,00168401
참엔지니어링,009310,00153621
셀바스헬스케어,208370,01047451
한국정보공학,039740,00261957
디엔에이링크,127120,00642541
골프존뉴딘홀딩스,121440,00674498
이미지스,115610,00694942
인카금융서비스,211050,01013694
성도이엔지,037350,00216498
한국맥널티,222980,00579139
한라홀딩스,060980,00299002
코원에너지서비스,026870,00112907
참좋은여행,094850,00606770
육일씨엔에쓰,191410,00843900
바다로19호,155900,00910947
바이오솔루션,086820,00560982
롯데하이마트,071840,00158307
제이에스티나,026040,00120289
선진,136490,00855093
폴루스바이오팜,007630,00167280
동일기연,032960,00199076
성광벤드,014620,00132318
케이탑리츠,145270,00861076
태경케미컬,006890,00109161
휴켐스,069260,00426086
사람인에이치알,143240,00857480
SK6호스팩,340350,01414936
BNK금융지주,138930,00858364
대신증권,003540,00110893
대우건설,047040,00124540
동양이엔피,079960,00178790
와이오엠,066430,00370200
우진비앤지,018620,00103547
세중,039310,00264671
데브시스터즈,194480,01008762
퀀타매트릭스,317690,01311286
압타바이오,293780,01251595
위드텍,348350,00925587
아프리카TV,067160,00399694
다원넥스뷰,323350,01344363
심텍홀딩스,036710,00152127
심텍,222800,01095722
솔트룩스,304100,01050738
팬엔터테인먼트,068050,00397191
솔루엠,248070,01159233
KB오토시스,024120,00157539
썸에이지,208640,01049422
에스에이엠티,031330,00128661
파루,043200,00266934
테라사이언스,073640,00373021
엔피씨,004250,00108038
경동제약,011040,00101549
성우하이텍,015750,00132992
바이오톡스텍,086040,00447502
유성기업,002920,00174004
유니온머티리얼,047400,00369833
홈센타홀딩스,060560,00288495
텔라움,047730,00304401
셀트리온헬스케어,091990,00554024
OQP,078590,00230814
에스케이씨에스,224020,00878517
이엠앤아이,083470,00475718
에이루트,096690,00608839
현대바이오,048410,00313649
멕아이씨에스,058110,00270113
아래스,050320,00245898
스페코,013810,00136165
에이씨티,138360,00808068
페이퍼코리아,001020,00134723
KD,044180,00111218
노루홀딩스,000320,00113508
루켄테크놀러지스,162120,00886792
라온피플,300120,01251489
한세실업,105630,00728638
앤디포스,238090,00942131
브릿지바이오,288330,01227039
제우스,079370,00442570
파미셀,005690,00145163
아이앤씨,052860,00365758
에스엠코어,007820,00137915
라닉스,317120,01327092
코미코,183300,00997812
영풍정밀,036560,00141389
YTN,040300,00200275
휴메딕스,200670,00614478
위니아딤채,071460,00300557
이아이디,093230,00480950
대유에이텍,002880,00149804
한전산업,130660,00194947
특수건설,026150,00186939
GH신소재,130500,00491938
네이블커뮤니케이션즈,153460,00842585
네오크레마,311390,01219155
모트렉스,118990,00876908
에스티오,098660,00612188
OCI,010060,00148896
코콤,015710,00187725
바이온,032980,00232089
갤럭시아에스엠,011420,00129554
금강철강,053260,00105475
텔레칩스,054450,00423177
HRS,036640,00230911
덕성,004830,00114093
원바이오젠,307280,01326224
성문전자,014910,00132628
세원정공,021820,00134316
빙그레,005180,00124726
영흥,012160,00141477
코센,009730,00116426
SGA솔루션즈,184230,00988364
세원,234100,00617998
평화산업,090080,00573579
한국유니온제약,080720,00532855
나이스정보통신,036800,00264945
넥센타이어,002350,00173874
KG케미칼,001390,00101220
한솔홀딩스,004150,00171636
녹십자엠에스,142280,00513948
제주반도체,080220,00447487
에이프로젠제약,003060,00101044
오리엔탈정공,014940,00141608
에이프로젠 H&G,109960,00653194
엔지스테크널러지,208860,01084364
인스코비,006490,00122825
우리종금,010050,00104102
신송홀딩스,006880,00136402
대원,007680,00111838
도이치모터스,067990,00449379
지트리비앤티,115450,00552859
비보존 헬스케어,082800,00533191
오픈베이스,049480,00335076
콤텍시스템,031820,00186559
PI첨단소재,178920,00767460
넥상스코리아,003050,00110547
파워풀엑스,266870,01190780
한국철강,104700,00687711
KISCO홀딩스,001940,00159740
이연제약,102460,00145598
세방,004360,00133812
평화홀딩스,010770,00155124
한국가구,004590,00156442
한진중공업홀딩스,003480,00163673
코엔텍,029960,00197476
핑거,163730,01142075
동북아12호선박투자회사,083370,00526447
대원산업,005710,00111874
메디포스트,078160,00453929
금화피에스시,036190,00176516
이엠티,232530,00925967
화신,010690,00166315
보령제약,003850,00123143
큐리언트,115180,01042650
드림씨아이에스,223250,00916826
흥아해운,003280,00167208
송원산업,004430,00134963
메디아나,041920,00273439
와이엠씨,155650,00870861
예선테크,250930,01166109
삼영무역,002810,00127167
티에스아이,277880,01139035
마이크로프랜드,147760,00654175
프로테옴텍,303360,01267958
서플러스글로벌,140070,00599285
코스모신소재,005070,00129989
효성화학,298000,01316236
메디톡스,086900,00580199
대한제강,084010,00113225
GV,045890,00455112
하나제약,293480,00248974
롯데지주,004990,00120562
GS리테일,007070,00140177
경남은행,192520,01030132
원텍,216280,00311270
삼성증권,016360,00104856
서연,007860,00163114
한일네트웍스,046110,00277736
인지디스플레,037330,00265421
GS홈쇼핑,028150,00207755
대한뉴팜,054670,00207375
대한그린파워,060900,00367695
상상인,038540,00306162
위세아이텍,065370,00374738
동양피스톤,092780,00117726
맥쿼리인프라,088980,00435297
디에스티,033430,00244419
드래곤플라이,030350,00230036
에이팸,073070,00235147
클리오,237880,00957735
라이온켐텍,171120,00317104
나우IB,293580,00651017
DB손해보험,005830,00159102
SK텔레콤,017670,00159023
옴니시스템,057540,00265005
엠게임,058630,00397058
모보,051810,00347442
인터지스,129260,00151368
한국스탠다드차타드은행,000110,00148504
삼익THK,004380,00127802
GS건설,006360,00120030
화천기공,000850,00166519
아이씨케이,068940,00308896
S-Oil,010950,00138279
기산텔레콤,035460,00258421
엔케이,085310,00172228
대한제당,001790,00113234
대정화금,120240,00250997
인포마크,175140,00861997
해성옵틱스,076610,00483735
대명소노시즌,007720,00104810
디케이락,105740,00533003
CJ씨푸드,011150,00129013
다산네트웍스,039560,00268251
효성첨단소재,298050,01316254
효성티앤씨,298020,01316227
올릭스,226950,01113718
현대엘리베이터,017800,00164724
쿠쿠홀딩스,192400,00132354
무림P&P,009580,00119007
인바이오,352940,00367871
펄어비스,263750,01152470
율호,072770,00583026
케이비증권,003450,00164876
한국씨티은행,016830,00161444
진성티이씨,036890,00174208
SDN,099220,00574611
형지엘리트,093240,00441243
쌍용정보통신,010280,00138303
인터파크,108790,00598587
이건홀딩스,039020,00184889
이건산업,008250,00145446
THE MIDONG,161570,00945208
동성제약,002210,00116268
유투바이오,221800,01026616
베노홀딩스,206400,01043853
에이티세미콘,089530,00458562
신도기연,290520,00961570
로보티즈,108490,00946030
피씨엘,241820,01051092
코리아에스이,101670,00527491
한국콜마,161890,00939331
카페24,042000,00260879
나우코스,257990,00425254
스카이문스테크놀로지,033790,00276083
핸즈코퍼레이션,143210,00119140
브이원텍,251630,01027794
코세스,089890,00365934
애경산업,018250,00139454
세운메디칼,100700,00362201
삼화콘덴서공업,001820,00129350
데코앤이,017680,00112819
토탈소프트,045340,00355089
미래아이앤지,007120,00104786
ISC,095340,00572905
남성,004270,00172185
이니텍,053350,00353610
SM C&C,048550,00185046
DB금융스팩8호,367340,01505450
노터스,278650,01189438
소마젠,950200,01442115
슈프리마에이치큐,094840,00599957
대신밸런스제9호스팩,369370,01508855
엘이티,297890,00523936
신흥에스이씨,243840,00807379
휴네시온,290270,01251577
DB금융투자,016610,00115694
SK네트웍스,001740,00131780
에이펙스인텍,207490,00832700
세원물산,024830,00173591
한진칼,180640,00983040
한성기업,003680,00161860
큐렉소,060280,00356802
한국정보통신,025770,00159342
삼성출판사,068290,00423690
디엠티,134580,00608699
덕양산업,024900,00114154
아진카인텍,011400,00173069
플럼라인생명과학,222670,01063237
제노텍,066830,00393618
영보화학,014440,00140779
하나금융16호스팩,343510,01419384
파워넷,037030,00231354
한섬,020000,00188089
창해에탄올,004650,00123523
한국타이어앤테크놀로지,161390,00937324
CS홀딩스,000590,00149026
조선선재,120030,00796994
현대글로비스,086280,00360595
나노신소재,121600,00439965
삼지전자,037460,00128315
동일철강,023790,00172945
조광피혁,004700,00148939
신한제4호기업인수목적,277480,01243772
삼보모터스,053700,00351092
영원무역홀딩스,009970,00140964
파나진,046210,00172079
에스씨디,042110,00171867
우수AMS,066590,00301422
세보엠이씨,011560,00133876
화성산업,002460,00174527
KPX홀딩스,092230,00587466
KPX케미칼,025000,00191472
핸디소프트,220180,00793155
디케이티,290550,01137903
라이프사이언스테크놀로지,285770,01187175
세종공업,033530,00134510
파트론,091700,00490151
박셀바이오,323990,01335851
KC그린홀딩스,009440,00159971
모바일어플라이언스,087260,00556615
펨토바이오메드,327610,01336735
코퍼스코리아,322780,01364297
파마리서치바이오,217950,01066058
디에이테크놀로지,196490,00660121
금강공업,014280,00105299
제이엠티,094970,00533508
오디텍,080520,00529815
진양화학,051630,00347734
성우테크론,045300,00350482
오스코텍,039200,00263654
나노캠텍,091970,00542074
인지컨트롤스,023800,00103510
에이비프로바이오,195990,00620558
디지아이,043360,00295547
휴니드테크놀러지스,005870,00111421
한글과컴퓨터,030520,00204262
무학,033920,00121543
세아제강,306200,01325979
딜리,131180,00629212
위메이드,112040,00444329
엘티씨,170920,00866062
플레이위드,023770,00138367
시공테크,020710,00170026
신원,009270,00136864
덕신하우징,090410,00454937
인천도시가스,034590,00145862
액트로,290740,01141942
신풍제약,019170,00137359
하나머스트제6호스팩,307160,01326260
한솔피엔에스,010420,00103626
티에스엠텍,066350,00397243
SKC,011790,00139889
현대미포조선,010620,00164609
대창스틸,140520,00112721
에스티아이,039440,00298340
디오,039840,00115931
한독크린텍,256150,01069736
KMH,122450,00657987
그리티,204020,00671978
지에스이,053050,00351995
모두투어,080160,00456218
와이아이케이,232140,01109539
자비스,254120,01174038
한세예스24홀딩스,016450,00161976
유니크,011320,00147152
아이큐어,175250,00554352
NICE평가정보,030190,00158325
이노진,344860,01419135
제노레이,122310,00799539
대봉엘에스,078140,00442826
부산도시가스,015350,00123967
코썬바이오,204990,00874195
한국전기초자,009720,00159175
풀무원식품,103160,00684732
한세엠케이,069640,00357360
솔본,035610,00249982
이엔플러스,074610,00469799
매일홀딩스,005990,00120924
대우부품,009320,00111689
세아베스틸,001430,00106669
한온시스템,018880,00161125
크로바하이텍,043590,00260611
에스티큐브,052020,00273110
한국석유공업,004090,00157991
지앤엘,014590,00106456
원바이오젠,278380,01138993
유니드,014830,00159786
이에스산업,241510,01119387
CJ,001040,00148540
상신전자,263810,00760999
일지테크,019540,00146560
엔브이에이치코리아,067570,00146436
아모그린텍,125210,00611912
큐로컴,040350,00346407
나라엠앤디,051490,00297095
BYC,001460,00122579
아이컴포넌트,059100,00407285
화신정공,126640,00825223
경남스틸,039240,00206039
시너지이노베이션,048870,00475985
코프라,126600,00599595
DSR,155660,00110608
매일유업,267980,01234507
유성티엔에스,024800,00173999
세화아이엠씨,145210,00453488
동국제약,086450,00114808
원익,032940,00210980
크리스탈신소재,900250,01107665
광진실업,026910,00104120
KBI메탈,024840,00158024
성창기업지주,000180,00133335
아나패스,123860,00761952
우리은행,000030,00254045
드림라인,035430,00249034
태경산업,015890,00153339
쎄니트,037760,00239596
한화에스비아이스팩,317320,01351822
조아제약,034940,00231831
원익QnC,074600,00468374
HSD엔진,082740,00361008
비트컴퓨터,032850,00231707
한컴위드,054920,00363592
코리아오토글라스,152330,00351418
국보디자인,066620,00253985
오이솔루션,138080,00571483
중앙에너비스,000440,00149770
루트로닉,085370,00549925
서원인텍,093920,00445799
대륙제관,004780,00109587
이녹스,088390,00494476
신한,005450,00173740
에스엘에스바이오,246250,01112700
KCC건설,021320,00105466
하이즈항공,221840,00688358
포시에스,189690,00939942
유엑스엔,337840,01396931
아우딘퓨쳐스,227610,01080687
유진증권,001200,00131054
아이티센,124500,00620868
제주항공,089590,00555874
지코,010580,00147860
대한해운,005880,00113535
에프앤가이드,064850,00331016
서전기전,189860,00869272
이노벡스,279060,01353848
두산건설,011160,00102760
SNK,950180,01338724
비에이치,090460,00447609
백금T&A,046310,00360036
프로스테믹스,203690,01036367
이노와이어리스,073490,00462121
럭슬,033600,00264787
현대해상,001450,00164973
나노브릭,286750,01136001
메디앙스,014100,00267854
에프알텍,073540,00442561
NHN한국사이버결제,060250,00357740
오로라,039830,00141556
신성통상,005390,00136341
농업회사법인아시아종묘,154030,00867478
아이즈비전,031310,00200910
매직마이크로,127160,00806972
젬백스,082270,00492894
HB테크놀러지,078150,00255275
카이노스메드,220250,00843830
인화정공,101930,00482426
코아스,071950,00210856
잉크테크,049550,00261656
이수페타시스,007660,00107613
티피씨글로벌,130740,00578538
명진홀딩스,267060,01190513
삼현철강,017480,00128926
레드캡투어,038390,00261355
알에프세미,096610,00516246
에프앤리퍼블릭,064090,00390408
대구백화점,006370,00108977
아이톡시,052770,00346911
마이더스AI,222810,01091382
구영테크,053270,00202060
다우데이타,032190,00238782
큐브앤컴퍼니,043090,00351454
인콘,083640,00475976
동진쎄미켐,005290,00118804
한국화장품제조,003350,00160621
티에스이,131290,00372226
대성미생물,036480,00177320
홈캐스트,064240,00385336
비에이치아이,083650,00409788
파인디지털,038950,00264732
한네트,052600,00244783
아이오케이,078860,00543204
카스,016920,00152260
케이에스피,073010,00328191
이오테크닉스,039030,00246417
NI스틸,008260,00116301
나노엔텍,039860,00230425
코렌텍,104540,00541437
하나투어,039130,00269940
오리콤,010470,00141671
부국철강,026940,00123781
솔고바이오,043100,00220109
동화기업,025900,00173032
남양유업,003920,00107598
에이치엘비생명과학,067630,00365590
시티랩스,139050,00656021
일야,058450,00146427
인터파크,035080,00244561
인바디,041830,00269922
유라테크,048430,00201742
엠젠플러스,032790,00110884
키네마스터,139670,00535375
한미사이언스,008930,00161426
아세아텍,050860,00138747
보락,002760,00123107
WISCOM,024070,00142865
동방선기,099410,00526678
디에이치피코리아,131030,00831428
지더블유바이텍,036180,00257149
에이트원,230980,01110076
비씨월드제약,200780,00256043
카프로,006380,00159810
코스모화학,005420,00160302
뉴로스,126870,00638539
아이마켓코리아,122900,00360142
미래나노텍,095500,00526836
삼성전기,009150,00126371
실리콘웍스,108320,00525934
에이텍,045660,00256502
뉴보텍,060260,00351375
이글벳,044960,00145473
크루셜텍,114120,00618401
디젠스,113810,00576789
진바이오텍,086060,00491053
팬스타엔터프라이즈,054300,00339072
인디에프,014990,00106881
다믈멀티미디어,093640,00536888
한국종합기술,023350,00159500
KG ETS,151860,00366137
한진중공업,097230,00633835
엔피케이,048830,00108490
티엘아이,062860,00261887
하나유비에스암바토비니켈해외자원개발2호,099350,00647935
하나유비에스암바토비니켈해외자원개발1호,099340,00647883
하나금융14호스팩,332710,01395279
크로넥스,215570,01034730
인트론바이오,048530,00292434
인피니트헬스케어,071200,00435969
대성파인텍,104040,00442905
서부T&D,006730,00130383
시큐브,131090,00402110
케이씨씨,002380,00105271
현대백화점,069960,00428251
토박스코리아,215480,01064069
대성창투,027830,00109037
영화금속,012280,00141413
코스온,069110,00402989
코드네이처,078940,00501970
프리엠스,053160,00352064
삼천당제약,000250,00128546
천일고속,000650,00151395
LS네트웍스,000680,00104698
케이씨씨글라스,344820,01428203
유니셈,036200,00260569
LG전자,066570,00401731
한화손해보험,000370,00135917
에스에너지,095910,00585538
KB손해보험,002550,00120216
소프트센,032680,00204226
푸른저축은행,007330,00124805
한국제지,002300,00159412
에이티넘인베스트,021080,00161462
효성 ITX,094280,00414850
이스타코,015020,00134565
태광,023160,00153375
에스엠,041510,00260930
크린앤사이언스,045520,00185222
지란지교시큐리티,208350,01047169
ESR켄달스퀘어리츠,365550,01437186
하이소닉,106080,00542898
바이오스마트,038460,00240857
엔에스컴퍼니,224760,00929228
양지사,030960,00139685
금호에이치티,214330,00105606
오공,045060,00220969
KT서브마린,060370,00225742
화승엔터프라이즈,241590,01128613
화승인더스트리,006060,00166227
러셀,217500,01068348
기가레인,049080,00377018
텔콘RF제약,200230,00608802
씨티씨바이오,060590,00362292
STX중공업,071970,00406046
제이엠아이,033050,00222435
케이씨에스,115500,00441650
코아시아,045970,00271501
한국금융지주,071050,00432102
LG하우시스,108670,00759513
아모레퍼시픽,090430,00583424
한국제7호기업인수목적,291210,01277928
에이치엠씨제4호스팩,353070,01447217
에이치엠씨제5호스팩,353060,01447244
윌링스,313760,00863038
범양사,002480,00122728
한국항공우주,047810,00309503
셀트리온,068270,00413046
하이트진로,000080,00150244
하이트진로홀딩스,000140,00148993
삼성화재해상보험,000810,00139214
현대일렉트릭,267260,01205851
레고켐바이오,141080,00842619
코웰패션,033290,00155948
프로텍,053610,00325112
버킷스튜디오,066410,00378220
웅진,016880,00143651
CSA 코스믹,083660,00406037
진양제약,007370,00150536
DSC인베스트먼트,241520,01109715
인트로메딕,150840,00661157
우리금융지주,316140,01350869
신화인터텍,056700,00228350
인크로스,216050,00819073
테스나,131970,00563545
키다리스튜디오,020120,00140131
유니온,000910,00144252
에코프로,086520,00536541
대우조선해양,042660,00111704
LG상사,001120,00120076
엑스큐어,070300,00683007
한화에어로스페이스,012450,00126566
태영건설,009410,00153861
현대약품,004310,00164706
와이팜,332570,01015160
쎄노텍,222420,01091054
대원화성,024890,00112022
현대제철,004020,00145880
대구은행,005270,00109019
삼천리,004690,00128555
포스코인터내셔널,047050,00124504
와이제이엠게임즈,193250,01035678
넥슨지티,041140,00266943
아미코젠,092040,00545734
에프에스티,036810,00223434
코텍,052330,00305297
고려신용정보,049720,00336297
켄코아에어로스페이스,274090,01158553
서산,079650,00130408
삼일기업공사,002290,00127936
에스폴리텍,050760,00340272
제로투세븐,159580,00563837
인베니아,079950,00409371
KB금융,105560,00688996
에코프로비엠,247540,01160363
KG이니시스,035600,00264547
아즈텍WB,032080,00201131
안랩,053800,00298270
MH에탄올,023150,00121534
아난티,025980,00161781
STX,011810,00138297
비엠티,086670,00524786
클라우드에어,036170,00232821
JB금융지주,175330,00980122
케어랩스,263700,01187148
인산가,277410,01243161
세종메디칼,258830,00959229
휘닉스소재,050090,00369569
동아타이어,282690,01262458
알에스오토메이션,140670,00858124
에이비온,203400,00977377
매커스,093520,00596677
GS,078930,00500254
비플라이소프트,148780,00980043
JTC,950170,01041828
에브리봇,270660,01201590
EMW,079190,00479705
아가방컴퍼니,013990,00138446
위지트,036090,00258360
서진오토모티브,122690,00800145
서울전자통신,027040,00130587
아진엑스텍,059120,00404288
액토즈소프트,052790,00348034
에스넷,038680,00264635
부방,014470,00243067
한국전자인증,041460,00361169
정상제이엘에스,040420,00287788
기업은행,024110,00149646
LG화학,051910,00356361
동국제강,001230,00114792
LS,006260,00105952
인바이오젠,101140,00652423
행남사,008800,00164362
파버나인,177830,00429694
포스코케미칼,003670,00155276
삼양옵틱스,225190,00992543
영풍제지,006740,00141404
HMM,011200,00164645
디와이,013570,00117179
대한화섬,003830,00113544
에스티팜,237690,00871833
엔비티,236810,01051065
쌍방울,102280,00681142
삼보판지,023600,00125938
코리아나,027050,00152589
엘앤케이바이오,156100,00918222
대덕,008060,00109189
원일특강,012620,00143907
일진전기,103590,00683469
유안타증권,003470,00117601
삼성엔지니어링,028050,00126308
HDC,012630,00164636
팬오션,028670,00122737
코오롱글로벌,003070,00152880
한국전력공사,015760,00159193
태림포장,011280,00153524
하이비젼시스템,126700,00825959
메디젠휴먼케어,236340,01023822
동국S&C,100130,00415594
서울옥션,063170,00410915
케이티,030200,00190321
노루페인트,090350,00583442
피델릭스,032580,00189538
모토닉,009680,00151128
파인텍,131760,00820352
디아이동일,001530,00118345
네패스,033640,00227333
젬백스링크,064800,00392691
한일진공,123840,00809429
대창솔루션,096350,00177870
뉴인텍,012340,00105040
한스바이오메드,042520,00349060
경남제약헬스케어,223310,01075126
골드퍼시픽,038530,00255105
빅텐츠,210120,00550082
코이즈,121850,00807397
바이오시네틱스,281310,01186671
메디콕스,054180,00356839
현대로템,064350,00302926
메지온,140410,00808022
포메탈,119500,00188797
재영솔루텍,049630,00147082
LG디스플레이,034220,00105873
신세계,004170,00136378
포트로닉스천안,039870,00222213
동양철관,008970,00117629
레인보우로보틱스,277810,01261644
민앤지,214180,01013311
한국자산신탁,123890,00404701
케이비제20호스팩,342550,01418543
신한카드,032710,00307897
LG,003550,00120021
오스템,031510,00175173
티사이언티픽,057680,00372688
디이엔티,079810,00445160
이퓨쳐,134060,00788737
국순당,043650,00256715
엠벤처투자,019590,00136642
안국약품,001540,00139205
씨엔플러스,115530,00660033
에코바이오,038870,00287812
케이비아이동국실업,001620,00114765
인팩,023810,00180795
진양폴리우레탄,010640,00160375
윈하이텍,192390,00910840
메리츠증권,008560,00163682
아이디스홀딩스,054800,00359580
한전기술,052690,00159209
삼성생명,032830,00126256
유비케어,032620,00220057
이엠네트웍스,087730,00496225
큐브엔터,182360,00985686
iMBC,052220,00370006
SBS,034120,00130772
슈펙스비앤피,058530,00353018
미투젠,950190,01416235
상상인인더스트리,101000,00618410
램테크놀러지,171010,00654272
삼영엠텍,054540,00250614
S&K폴리텍,091340,00580667
에스텍파마,041910,00463342
에스마크,030270,00100258
성신양회,004980,00132804
유니슨,018000,00144243
유아이디,069330,00400121
고려제강,002240,00103006
SGC이테크건설,016250,00141246
리드코프,012700,00117708
글로본,019660,00159731
코리안리,003690,00113191
신라에스지,025870,00136004
국영지앤엠,006050,00104537
엔텔스,069410,00415707
다원시스,068240,00523307
태양금속공업,004100,00153755
쎌마테라퓨틱스,015540,00108065
대원전선,006340,00260392
한국캐피탈,023760,00149594
서울리거,043710,00305570
피제이메탈,128660,00829380
테고사이언스,191420,00926522
에스텍,069510,00306719
우리산업홀딩스,072470,00359623
인텍플러스,064290,00479787
캔서롭,180400,00995993
영풍,000670,00141307
토비스,051360,00390365
지엔씨에너지,119850,00626464
에스맥,097780,00562360
바른손이앤에이,035620,00259590
나노스,151910,00653103
우노앤컴퍼니,114630,00663669
알루코,001780,00117027
선광,003100,00131896
피앤텔,054340,00302120
YBM넷,057030,00307222
삼진,032750,00173351
영우디에스피,143540,00569646
이화공영,001840,00145668
한일철강,002220,00163196
클래시스,214150,01061327
산은캐피탈,008270,00260356
앱클론,174900,00991191
크라운해태홀딩스,005740,00153126
알톤스포츠,123750,00821607
굿센,243870,00565215
고바이오랩,348150,01399071
신화콘텍,187270,00925189
화일약품,061250,00188973
지어소프트,051160,00389110
무진메디,322970,01293388
한국조선해양,009540,00164830
TPC,048770,00108649
웰바이오텍,010600,00141273
원풍,008370,00144012
주연테크,044380,00269241
세아홀딩스,058650,00377610
에스에이티,060540,00379229
컨버즈,109070,00753643
한화갤러리아타임월드,027390,00117258
다나와,119860,00585608
TCC스틸,002710,00117300
스타플렉스,115570,00405959
화진,134780,00238977
동원산업,006040,00118026
광동제약,009290,00103592
다함이텍,009280,00130046
크라운제과,264900,01205329
글로벌텍스프리,204620,01042711
케이엠,083550,00242934
티앤알바이오팹,246710,01109937
본느,226340,01098792
대유,290380,00384948
ITX-AI,099520,00627029
이그잭스,060230,00363510
아스트,067390,00409681
테라셈,182690,00411905
넷게임즈,225570,01096341
코위버,056360,00360674
제이콘텐트리,036420,00203315
상신브레이크,041650,00129642
미래에셋벤처투자,100790,00340096
SK5호스팩,337450,01414361
한국수출포장공업,002200,00158112
DB하이텍,000990,00160843
카이노스메드,284620,01263527
티티씨디펜스,309900,01350638
상지카일룸,042940,00232007
글로앤웰,035480,00255141
코오롱플라스틱,138490,00241005
솔루에타,154040,00624518
레이언스,228850,00899459
HDC아이콘트롤스,039570,00350312
에코솔루션,052510,00346966
태원물산,001420,00154055
유니퀘스트,077500,00414601
GST,083450,00540863
에스에스알,275630,01250374
서진시스템,178320,00838005
KPX생명과학,114450,00532059
시디즈,134790,00852087
삼성전자,005930,00126380
대주전자재료,078600,00177816
한국컴퓨터,054040,00303396
이화산업,000760,00145686
세동,053060,00133663
엘리비젼,276240,01119651
케이씨,029460,00209780
피엔티,137400,00612294
넥센,005720,00167192
SK4호스팩,307070,01336285
한국바이오젠,318000,00876166
제이브이엠,054950,00361381
케이프이에스제4호,347140,01428249
BGF,027410,00219097
빅텍,065450,00385363
국제약품,002720,00104722
한라,014790,00161116
비상교육,100220,00520887
이비테크,208850,01116344
포인트모바일,318020,00962393
하나금융17호스팩,363260,01493535
우리기술,032820,00231044
유엔젤,072130,00416654
신영스팩5호,323280,01366000
쏠리드,050890,00364403
동양고속,084670,00540641
일진디스플,020760,00198697
KSS해운,044450,00160232
삼영화학공업,003720,00127255
우리들휴브레인,118000,00791209
케이피에프,024880,00157636
아이에스이커머스,069920,00426068
한익스프레스,014130,00129509
한미반도체,042700,00161383
휴비스,079980,00362238
한양디지텍,078350,00488989
한화에이스기업인수목적4호,279410,01247918
무림페이퍼,009200,00136086
피에스케이,319660,01365825
유유제약,000220,00144818
대한전선,001440,00113207
피플바이오,304840,01118281
신영스팩6호,344050,01419986
엠플러스,259630,00833064
동일금속,109860,00118284
네오펙트,290660,01246034
메카로,241770,00652007
덕산네오룩스,213420,01061558
한국제6호기업인수목적,281410,01257526
아시아경제,127710,00665676
씨앤투스성진,352700,00875237
메가스터디교육,215200,01074862
조이시티,067000,00397252
폭스소프트,354230,01418260
RFHIC,218410,01078178
넥스틴,348210,01080252
알테오젠,196170,00989619
하이텍팜,106190,00409964
아이원스,114810,00625942
덕산테코피아,317330,01021666
STX조선해양,067250,00109453
한농화성,011500,00160861
베셀,177350,00813389
데이타솔루션,263800,00877819
엘오티베큠,083310,00484682
배럴,267790,01182240
대웅제약,069620,00427483
에프엔씨엔터,173940,00925295
디알젬,263690,00966168
광주은행,192530,01028164
하이스틸,071090,00435312
엑셈,205100,01042085
슈프리마아이디,317770,01231786
휴온스,243070,01159853
진에어,272450,00653024
케이피에스,256940,01037214
한전KPS,051600,00159218
디아이,003160,00118275
한솔테크닉스,004710,00157399
아세아제지,002310,00138729
아이쓰리시스템,214430,00612489
고영,098460,00579999
핌스,347770,01405390
액트,131400,00533924
연우,115960,00372253
삼양패키징,272550,01060814
